article:ID,author:string[],author-aux:string,author-orcid:string[],booktitle:string,cdate:date,cdrom:string,cite:string[],cite-label:string[],crossref:string,editor:string[],editor-orcid:string[],ee:string[],ee-type:string[],i:string[],journal:string,key:string,mdate:date,month:string,note:string[],note-label:string,note-type:string[],number:string,pages:string,publisher:string,publnr:string,publtype:string,sub:string[],sup:string[],title:string[],title-bibtex:string,tt:string[],url:string,volume:string,year:int,abstract:string[]
761529,Drumi D. Bainov|Snezhana G. Hristova,NA,0000-0002-4922-641X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0096-3003(99)00156-3,NA,NA,Appl. Math. Comput.,journals/amc/BainovH01,2021-10-14,NA,NA,NA,NA,1,73-85,NA,NA,NA,NA,NA,The method of quasilinearization for the periodic boundary value problem for systems of impulsive differential equations.,NA,NA,db/journals/amc/amc117.html#BainovH01,117,2001,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1036527,James A. Hendler|James Ryan|Kristin P. Bennett,NA,0000-0003-3056-1960,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1089/big.2015.0038|https://www.wikidata.org/entity/Q38839410,NA,NA,Big Data,journals/bigdata/RyanHB15,2021-04-09,NA,NA,NA,NA,4,238-248,NA,NA,NA,NA,NA,Understanding Emergency Department 72-Hour Revisits Among Medicaid Patients Using Electronic Healthcare Records.,NA,NA,db/journals/bigdata/bigdata3.html#RyanHB15,3,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1347183,Matthew Davison 0001|Volodymyr Miklyukh|Yuri Lawryshyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10287-020-00371-8,NA,NA,Comput. Manag. Sci.,journals/cms/DavisonLM20,2021-05-07,NA,NA,NA,NA,2,327-355,NA,NA,NA,NA,NA,Optimal inventory policy through dual sourcing.,NA,NA,db/journals/cms/cms17.html#DavisonLM20,17,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1969695,Ming-Wen Tong|Qingtang Liu|Zongkai Yang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.jnca.2009.06.004,NA,NA,J. Netw. Comput. Appl.,journals/jnca/TongYL10,2020-02-24,NA,NA,NA,NA,1,43-49,NA,NA,NA,NA,NA,A novel model of adaptation decision-taking engine in multimedia adaptation.,NA,NA,db/journals/jnca/jnca33.html#TongYL10,33,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2280877,Francesco Masulli|G. B. Ferrara|L. Delfino|R. Sensi|Stefano Rovetta,NA,0000-0002-6612-0932|0000-0003-3865-2613,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.fss.2004.10.013|https://www.wikidata.org/entity/Q59538703,NA,NA,Fuzzy Sets Syst.,journals/fss/FerraraDMRS05,2020-02-19,NA,NA,NA,NA,1,37-48,NA,NA,NA,NA,NA,A fuzzy approach to image analysis in HLA typing using oligonucleotide microarrays.,NA,NA,db/journals/fss/fss152.html#FerraraDMRS05,152,2005,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2173527,Jeannette M. Wing|Yuri Gurevich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/2838730,NA,NA,Commun. ACM,journals/cacm/GurevichW16,2018-11-06,NA,NA,NA,NA,7,38-42,NA,NA,NA,NA,NA,Inverse privacy.,NA,NA,db/journals/cacm/cacm59.html#GurevichW16,59,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2083312,Anders Forsgren|Elizabeth Wong|Philip E. Gill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s10107-015-0966-2,NA,NA,Math. Program.,journals/mp/ForsgrenGW16,2017-05-27,NA,NA,NA,NA,NA,469-508,NA,NA,NA,NA,NA,Primal and dual active-set methods for convex quadratic programming.,NA,NA,db/journals/mp/mp159.html#ForsgrenGW16,159,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
997288,Baosen Zhang|Chase P. Dowling|Lillian J. Ratliff,NA,0000-0001-6878-0750|0000-0001-8936-0229|0000-0003-4065-7341,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TITS.2019.2900642,NA,NA,IEEE Trans. Intell. Transp. Syst.,journals/tits/DowlingRZ20,2020-03-24,NA,NA,NA,NA,3,1011-1022,NA,NA,NA,NA,NA,Modeling Curbside Parking as a Network of Finite Capacity Queues.,NA,NA,db/journals/tits/tits21.html#DowlingRZ20,21,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
93493,Mukti Acharya|Tarkeshwar Singh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S1571-0653(04)00508-6,NA,NA,Electron. Notes Discret. Math.,journals/endm/AcharyaS03,2020-02-20,NA,NA,NA,NA,NA,10-11,NA,NA,NA,NA,NA,Skolem Graceful Signed Graphs.,NA,NA,db/journals/endm/endm15.html#AcharyaS03,15,2003,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2625166,Frédéric Nataf|Laura Grigori|Qiang Niu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.cam.2010.11.016,oa,NA,J. Comput. Appl. Math.,journals/jcam/GrigoriNN11,2021-02-16,NA,NA,NA,NA,8,2647-2661,NA,NA,NA,NA,NA,Two sides tangential filtering decomposition.,NA,NA,db/journals/jcam/jcam235.html#GrigoriNN11,235,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2096666,Jonathan Alon|Quan Yuan|Stan Sclaroff|Vassilis Athitsos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://doi.ieeecomputersociety.org/10.1109/TPAMI.2008.203|https://doi.org/10.1109/TPAMI.2008.203|https://www.wikidata.org/entity/Q51815089,NA,NA,IEEE Trans. Pattern Anal. Mach. Intell.,journals/pami/AlonAYS09,2018-11-14,NA,NA,NA,NA,9,1685-1699,NA,NA,NA,NA,NA,A Unified Framework for Gesture Recognition and Spatiotemporal Gesture Segmentation.,NA,NA,db/journals/pami/pami31.html#AlonAYS09,31,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1511759,Isabel Coppa|Lesley M. Arnold|Matt Duckham|Peter Woodgate|Stuart R. Phinn|Suelynn Choy,NA,0000-0002-7249-6709|0000-0003-3519-1479,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1080/10095020.2017.1325612,oa,NA,Geo spatial Inf. Sci.,journals/gsis/WoodgateCCPAD17,2021-01-13,NA,NA,NA,NA,2,109-125,NA,NA,NA,NA,NA,"The Australian approach to geospatial capabilities; positioning, earth observation, infrastructure and analytics: issues, trends and perspectives.",NA,NA,db/journals/gsis/gsis20.html#WoodgateCCPAD17,20,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
100694,Decheng Ding|Xishun Zhao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://content.iospress.com/articles/fundamenta-informaticae/fi45-4-06,NA,NA,Fundam. Informaticae,journals/fuin/ZhaoD01a,2020-09-18,NA,NA,NA,NA,4,393-404,NA,NA,NA,NA,NA,Complexity Results for 2CNF Default Theories.,NA,NA,db/journals/fuin/fuin45.html#ZhaoD01a,45,2001,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1592803,Junaid Chaudhry|Mahdi H. Miraz|Uvais Qidwai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1909.11021,oa,NA,CoRR,journals/corr/abs-1909-11021,2019-09-27,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Securing Big Data from Eavesdropping Attacks in SCADA/ICS Network Data Streams through Impulsive Statistical Fingerprinting.,NA,NA,db/journals/corr/corr1909.html#abs-1909-11021,abs/1909.11021,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1949040,Bingqing Song|Haoran Sun|Mingyi Hong|Sijia Liu|Wenqiang Pu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2112.14011,oa,NA,CoRR,journals/corr/abs-2112-14011,2022-01-05,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,To Supervise or Not: How to Effectively Learn Wireless Interference Management Models?,NA,NA,db/journals/corr/corr2112.html#abs-2112-14011,abs/2112.14011,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
865156,Eric Horvitz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Int. J. Approx. Reason.,journals/ijar/Horvitz88,2020-02-21,NA,NA,NA,NA,3,337-338,NA,NA,NA,NA,NA,Reasoning about beliefs and actions under computational resource constraints.,NA,NA,db/journals/ijar/ijar2.html#Horvitz88,2,1988,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2729791,Helmut G. Stiegler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1002/spe.4380091003,NA,NA,Softw. Pract. Exp.,journals/spe/Stiegler79,2020-04-09,NA,NA,NA,NA,10,813-819,NA,NA,NA,NA,NA,A Structure for Access Control Lists.,NA,NA,db/journals/spe/spe9.html#Stiegler79,9,1979,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2503587,David S. LeBauer|Edmund Hart|François Michonneau|Jeffrey W. Hollister|Kara H. Woo|Naupaka Zimmerman|Patrick Mulrooney|Pauline Barmby|Sarah Mount|Timothée Poisot,NA,0000-0001-7228-053X|0000-0001-7367-7969|0000-0001-7575-8420|0000-0002-0735-5184|0000-0002-5125-4188|0000-0002-9092-966X|0000-0002-9254-9740|0000-0003-2168-6390|0000-0003-2767-0090,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1371/journal.pcbi.1005097|https://www.wikidata.org/entity/Q28597077,oa,NA,PLoS Comput. Biol.,journals/ploscb/HartBLMMMPWZH16,2021-12-24,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,Ten Simple Rules for Digital Data Storage.,NA,NA,db/journals/ploscb/ploscb12.html#HartBLMMMPWZH16,12,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2310900,David S. Doermann|Omid E. Kia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1023/A:1008074424861,NA,NA,J. VLSI Signal Process.,journals/vlsisp/KiaD98,2020-05-20,NA,NA,NA,NA,NA,121-135,NA,NA,NA,NA,NA,Document Image Coding for Processing and Retrieval.,NA,NA,db/journals/vlsisp/vlsisp20.html#KiaD98,20,1998,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
95986,Hiroaki Taniguchi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.endm.2006.08.023,NA,NA,Electron. Notes Discret. Math.,journals/endm/Taniguchi06,2020-02-20,NA,NA,NA,NA,NA,131-138,NA,NA,NA,NA,NA,"On d-dual hyperovals in PG(d(d+3)/2, 2).",NA,NA,db/journals/endm/endm26.html#Taniguchi06,26,2006,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
408262,Navonil Majumder|Rishabh Bhardwaj|Soujanya Poria,NA,0000-0001-6924-7931|0000-0003-3833-4754,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s12559-021-09881-2,NA,NA,Cogn. Comput.,journals/cogcom/BhardwajMP21,2021-09-23,NA,NA,NA,NA,4,1008-1018,NA,NA,NA,NA,NA,Investigating Gender Bias in BERT.,NA,NA,db/journals/cogcom/cogcom13.html#BhardwajMP21,13,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1339255,Antonio Quesada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.joi.2011.01.009,NA,NA,J. Informetrics,journals/joi/Quesada11,2017-05-28,NA,NA,NA,NA,3,476-480,NA,NA,NA,NA,NA,Axiomatics for the Hirsch index and the Egghe index.,NA,NA,db/journals/joi/joi5.html#Quesada11,5,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1099245,Glenn David Bergland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://doi.ieeecomputersociety.org/10.1109/C-M.1981.220206|https://doi.org/10.1109/C-M.1981.220206,NA,NA,Computer,journals/computer/Bergland81,2020-08-12,NA,NA,NA,NA,10,13-37,NA,NA,NA,NA,NA,A Guided Tour of Program Design Methodologies.,NA,NA,db/journals/computer/computer14.html#Bergland81,14,1981,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1249927,Adel Mehrpooya|Farid Saberi Movahed|Farshad Saberi-Movahed|Iman Tavassoly|Mahdi Eftekhari|Mohammad Rezaei-Ravari|Najmeh Azizi Zadeh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1093/bib/bbab410,NA,NA,Briefings Bioinform.,journals/bib/MehrpooyaMZRSET22,2022-02-23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,High dimensionality reduction by matrix factorization for systems pharmacology.,NA,NA,db/journals/bib/bib23.html#MehrpooyaMZRSET22,23,2022,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2269195,Andrei Perjan|Galina Rusu,NA,0000-0002-0246-4947,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3233/ASY-2011-1043,NA,NA,Asymptot. Anal.,journals/asy/PerjanR11,2020-10-26,NA,NA,NA,NA,NA,135-165,NA,NA,NA,NA,NA,Convergence estimates for abstract second-order singularly perturbed Cauchy problems with Lipschitzian nonlinearities.,NA,NA,db/journals/asy/asy74.html#PerjanR11,74,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2042522,Galina Yu. Kovaleva|Georgii A. Bazykin|Michael Brudno|Mikhail S. Gelfand,NA,0000-0003-2334-2751|0000-0003-4181-0846,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1142/S0219720006002284|https://www.wikidata.org/entity/Q51583132,NA,NA,J. Bioinform. Comput. Biol.,journals/jbcb/KovalevaBBG06,2020-06-04,NA,NA,NA,NA,5,981-998,NA,NA,NA,NA,NA,Comparative Genomics of Transcriptional Regulation in Yeasts and its Application to Identification of a Candidate Alpha-isopropylmalate Transporter.,NA,NA,db/journals/jbcb/jbcb4.html#KovalevaBBG06,4,2006,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
50411,Nils Goerke|Rolf Schatten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1504/IJISTA.2007.012478,NA,NA,Int. J. Intell. Syst. Technol. Appl.,journals/ijista/SchattenG07,2020-07-09,NA,NA,NA,NA,NA,125-136,NA,NA,NA,NA,NA,"Supervised, edge adaptive maps.",NA,NA,db/journals/ijista/ijista2.html#SchattenG07,2,2007,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2792546,Allan Aasbjerg Nielsen,NA,0000-0002-4837-9449,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/83.988962|https://www.wikidata.org/entity/Q29640944,NA,NA,IEEE Trans. Image Process.,journals/tip/Nielsen02,2020-05-10,NA,NA,NA,NA,3,293-305,NA,NA,NA,NA,NA,"Multiset canonical correlations analysis and multispectral, truly multitemporal remote sensing data.",NA,NA,db/journals/tip/tip11.html#Nielsen02,11,2002,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1717953,Andrei Arusoaie|Ionut Pistol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1903.09475,oa,NA,CoRR,journals/corr/abs-1903-09475,2019-04-01,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Using SMT Solvers to Validate Models for AI Problems.,NA,NA,db/journals/corr/corr1903.html#abs-1903-09475,abs/1903.09475,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2345867,Henry B. Wolfe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/0167-4048(95)97030-E,NA,NA,Comput. Secur.,journals/compsec/Wolfe95,2020-02-20,NA,NA,NA,NA,2,113-115,NA,NA,NA,NA,NA,Computer security: For fun and profit.,NA,NA,db/journals/compsec/compsec14.html#Wolfe95,14,1995,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
69655,Evangelia Kokolaki|Ioannis Stavrakakis|Merkourios Karaliopoulos,NA,0000-0002-8514-2766,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TVT.2013.2269015,NA,NA,IEEE Trans. Veh. Technol.,journals/tvt/KokolakiKS13,2020-10-26,NA,NA,NA,NA,9,4309-4317,NA,NA,NA,NA,NA,Leveraging Information in Parking Assistance Systems.,NA,NA,db/journals/tvt/tvt62.html#KokolakiKS13,62,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1453947,David H. S. Chung|Iwan W. Griffiths|Matthew L. Parry|Min Chen 0001|Philip A. Legg|Robert S. Laramee,NA,0000-0002-3874-6145,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s00791-014-0216-9,NA,NA,Comput. Vis. Sci.,journals/comvis/ChungPLGLC12,2020-07-03,NA,NA,NA,NA,6,303-317,NA,NA,NA,NA,NA,Visualizing multiple error-sensitivity fields for single camera positioning.,NA,NA,db/journals/comvis/comvis15.html#ChungPLGLC12,15,2012,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1461314,L. X. Zhang|Z. D. Bai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1137/050640424,NA,NA,SIAM J. Matrix Anal. Appl.,journals/siammax/BaiZ07,2020-05-26,NA,NA,NA,NA,2,473-495,NA,NA,NA,NA,NA,Semicircle Law for Hadamard Products.,NA,NA,db/journals/siammax/siammax29.html#BaiZ07,29,2007,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2300689,Changchun Liu|Chengyu Liu 0001|Guang Zhang|Jing Yang|Lizhen Ji,NA,0000-0003-1965-3020,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/e18070246,oa,NA,Entropy,journals/entropy/ZhangLJYL16,2018-08-14,NA,NA,NA,NA,7,246,NA,NA,NA,NA,NA,Effect of a Percutaneous Coronary Intervention Procedure on Heart Rate Variability and Pulse Transit Time Variability: A Comparison Study Based on Fuzzy Measure Entropy.,NA,NA,db/journals/entropy/entropy18.html#ZhangLJYL16,18,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
822680,Klaus Hahn|Peter R. Massopust|Sergei Prigarin,NA,0000-0001-8044-9251,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/s12859-016-0933-9|https://www.wikidata.org/entity/Q35923039,oa,NA,BMC Bioinform.,journals/bmcbi/HahnMP16,2020-03-15,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,A new method to measure complexity in binary or weighted networks and applications to functional connectivity in the human brain.,NA,NA,db/journals/bmcbi/bmcbi17.html#HahnMP16,17,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2697856,Nadia Magnenat-Thalmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s00371-018-1487-9,oa,NA,Vis. Comput.,journals/vc/Magnenat-Thalmann18d,2020-06-04,NA,NA,NA,NA,4,459,NA,NA,NA,NA,NA,Preface.,NA,NA,db/journals/vc/vc34.html#Magnenat-Thalmann18d,34,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1739246,Andre Rochow|Arul Selvam Periyasamy|Christian Lenz|Jan Razlaw|Max Schwarz|Michael Schreiber|Sven Behnke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2011.01999,oa,NA,CoRR,journals/corr/abs-2011-01999,2020-11-06,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Autonomous Wall Building with a UGV-UAV Team at MBZIRC 2020.,NA,NA,db/journals/corr/corr2011.html#abs-2011-01999,abs/2011.01999,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1411521,Chang-Sung Cho|Shelley B. Bull|Suh-Ryung Kim|Sun-Ah Kim|Yun Joo Yoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1093/bioinformatics/btx609|https://www.wikidata.org/entity/Q42696196,NA,NA,Bioinform.,journals/bioinformatics/KimCKBY18,2020-03-02,NA,NA,NA,NA,3,388-397,NA,NA,NA,NA,NA,A new haplotype block detection method for dense genome sequencing data based on interval graph modeling of clusters of highly correlated SNPs.,NA,NA,db/journals/bioinformatics/bioinformatics34.html#KimCKBY18,34,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1724859,Jaspreet Singh|Onkar Dabeer|Upamanyu Madhow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/0804.1172,oa,NA,CoRR,journals/corr/abs-0804-1172,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Transceiver Design with Low-Precision Analog-to-Digital Conversion : An Information-Theoretic Perspective,NA,NA,db/journals/corr/corr0804.html#abs-0804-1172,abs/0804.1172,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1671792,Aleks Kissinger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1202.6079,oa,NA,CoRR,journals/corr/abs-1202-6079,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Synthesising Graphical Theories,NA,NA,db/journals/corr/corr1202.html#abs-1202-6079,abs/1202.6079,2012,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2312060,Feng Lin 0002|Jong Hyo Kim|Sun-Yuan Kung|Yoshinobu Sato,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11265-019-01514-0,NA,NA,J. Signal Process. Syst.,journals/vlsisp/LinKSK20,2020-03-12,NA,NA,NA,NA,3,269-275,NA,NA,NA,NA,NA,Recent Collaborative R&D in Medical Imaging in Asia.,NA,NA,db/journals/vlsisp/vlsisp92.html#LinKSK20,92,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1859192,Charles A. Ellis|Mohammad S. Eslampanah Sendi|Robyn L. Miller|Sergey M. Plis|Vince D. Calhoun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2105.08053,oa,NA,CoRR,journals/corr/abs-2105-08053,2021-05-18,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Algorithm-Agnostic Explainability for Unsupervised Clustering.,NA,NA,db/journals/corr/corr2105.html#abs-2105-08053,abs/2105.08053,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
863117,Antonio Marcello Coppola|Doug A. Edwards|José L. Núñez-Yáñez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1049/iet-cdt:20060175,NA,NA,IET Comput. Digit. Tech.,journals/iet-cdt/Nunez-YanezEC08,2020-07-14,NA,NA,NA,NA,3,184-198,NA,NA,NA,NA,NA,Adaptive routing strategies for fault-tolerant on-chip networks in dynamically reconfigurable systems.,NA,NA,db/journals/iet-cdt/iet-cdt2.html#Nunez-YanezEC08,2,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1166056,Amihood Amir|Costas S. Iliopoulos|Eran Chencinski|Hui Zhang 0004|Tsvi Kopelowitz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.tcs.2008.01.006,oa,NA,Theor. Comput. Sci.,journals/tcs/AmirCIKZ08,2021-02-17,NA,NA,NA,NA,NA,298-310,NA,NA,NA,NA,NA,Property matching and weighted matching.,NA,NA,db/journals/tcs/tcs395.html#AmirCIKZ08,395,2008,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1113940,Jun Zhang 0001|Pengpeng Lin|Ruxin Dai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.camwa.2018.12.024,NA,NA,Comput. Math. Appl.,journals/cma/DaiLZ19,2020-02-17,NA,NA,NA,NA,8,2051-2060,NA,NA,NA,NA,NA,An EXCMG accelerated multiscale multigrid computation for 3D Poisson equation.,NA,NA,db/journals/cma/cma77.html#DaiLZ19,77,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1586137,Bernd Bischl|David Rügamer|Matthias Fabritius|Michael Ingrisch|Tobias Weber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2110.11303,oa,NA,CoRR,journals/corr/abs-2110-11303,2021-10-28,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Survival-oriented embeddings for improving accessibility to complex data structures.,NA,NA,db/journals/corr/corr2110.html#abs-2110-11303,abs/2110.11303,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2806970,Klaus Jansen|Lars Rohwedder,NA,0000-0002-9434-4589,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1137/19M128257X,NA,NA,SIAM J. Comput.,journals/siamcomp/JansenR20,2020-12-31,NA,NA,NA,NA,6,1083-1108,NA,NA,NA,NA,NA,A Quasi-Polynomial Approximation for the Restricted Assignment Problem.,NA,NA,db/journals/siamcomp/siamcomp49.html#JansenR20,49,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2140321,K. V. S. Hari|Lajos Hanzo|Marco Di Renzo|Rakshith Rajashekar,NA,0000-0002-2636-5214|0000-0002-7688-7539|0000-0003-0772-8793,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TSP.2017.2757907|https://www.wikidata.org/entity/Q62130661,NA,NA,IEEE Trans. Signal Process.,journals/tsp/RajashekarRHH17,2020-03-10,NA,NA,NA,NA,24,6505-6519,NA,NA,NA,NA,NA,A Generalized Transmit and Receive Diversity Condition for Feedback-Assisted MIMO Systems: Theory and Applications in Full-Duplex Spatial Modulation.,NA,NA,db/journals/tsp/tsp65.html#RajashekarRHH17,65,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2246249,Bedir Tekinerdogan|Bianca Schalk|Cagatay Catal|Hilde Tobi|Joep Tummers,NA,0000-0003-0959-2930,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.compbiomed.2021.104785,NA,NA,Comput. Biol. Medicine,journals/cbm/TummersTTCS21,2022-01-03,NA,NA,NA,NA,NA,104785,NA,NA,NA,NA,NA,Obstacles and features of health information systems: A systematic literature review.,NA,NA,db/journals/cbm/cbm137.html#TummersTTCS21,137,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
830074,Alexander Roßnagel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s11623-016-0655-1,NA,NA,Datenschutz und Datensicherheit,journals/dud/Rossnagel16,2017-05-27,NA,NA,NA,NA,9,553-554,NA,NA,NA,NA,NA,Zukunftsfähigkeit der Datenschutz-Grundverordnung.,NA,NA,db/journals/dud/dud40.html#Rossnagel16,40,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
603616,Asher Tishler|Stan Lipovetsky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/0305-0548(95)00067-4,NA,NA,Comput. Oper. Res.,journals/cor/TishlerL96,2020-02-18,NA,NA,NA,NA,7,667-679,NA,NA,NA,NA,NA,Canonical correlation analyses for three data sets: a unified framework with application to management.,NA,NA,db/journals/cor/cor23.html#TishlerL96,23,1996,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
